Dataset 2. The predicted transcription termination sites of Term-Seq.,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. avermitilis,,,,S. clavuligerus,,,,S. coelicolor,,,,S. griseus,,,,S. lividans,,,,S. tsukubaensis,,,,S. venezuelae,,,
Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score
BA000030,+,6003416,16.1918662695298,CP027859,-,1184826,15.4245525980443,NC_003888,+,4227298,35.351367591212,NC_010572,-,3327796,27.2530785282333,CP009124,-,3399076,15.0638023294982,CP020700,+,5944929,17.5686269205259,CP059991,+,2526415,12.3213776513469
BA000030,-,6804242,16.1692587680082,CP027858,+,5794111,15.3919754331885,NC_003888,+,8485613,13.6152559133346,NC_010572,-,7809653,23.5481370753305,CP009124,-,5939981,15.0437195131336,CP020700,+,4226709,17.5588094736649,CP059991,+,2409576,12.3130600985153
BA000030,-,4379621,16.1559852348791,CP027858,+,4746811,15.366870922274,NC_003888,+,5946552,19.3479095648499,NC_010572,-,6155671,12.3567886136217,CP009124,-,3362312,15.0336567307378,CP020700,+,2011642,17.5187552159931,CP059991,+,2442798,12.3070155542657
BA000030,+,5201910,16.1554809374634,CP027858,-,1683338,15.3599298698541,NC_003888,+,5047463,20.1426970322253,NC_010572,-,6537580,12.544103685375,CP009124,-,2451272,15.0218960053915,CP020700,+,660896,17.5138555866522,CP059991,-,3980058,12.3007414904521
BA000030,+,6227873,16.1504880564938,CP027858,+,4432556,15.3543969278856,NC_003888,+,6259540,63.2340789110611,NC_010572,-,2193647,40.6440621380296,CP009124,-,4580324,15.0217246081638,CP020700,-,2866758,17.495203420968,CP059991,-,6059175,12.2855665046084
BA000030,-,7004025,16.123827354106,CP027858,-,2513662,15.3407849777193,NC_003888,+,6433804,17.0202725014276,NC_010572,-,4400250,13.055572100776,CP009124,+,5489030,14.9985056190361,CP020700,+,3637685,17.4921270954606,CP059991,-,3550553,12.2850224762644
BA000030,+,5362181,16.1235830709656,CP027858,-,1169125,15.3375232832378,NC_003888,+,7941448,15.9182336025135,NC_010572,-,3895791,18.4164891531966,CP009124,+,1538526,14.9979120454503,CP020700,+,5343723,17.4891363648931,CP059991,+,4695777,12.2814795986167
BA000030,+,5961836,16.1005269511856,CP027858,-,2938011,15.3365581691414,NC_003888,+,934326,151.408411535945,NC_010572,-,4219575,37.9553315087023,CP009124,+,3190032,14.9972225888082,CP020700,+,2579893,17.4672128026074,CP059991,+,365883,12.2625829193785
BA000030,+,3744652,16.0797026178136,CP027858,+,3679209,15.3357572676108,NC_003888,+,1656718,115.720283096052,NC_010572,-,4341529,22.4901223182522,CP009124,-,3413240,14.9949553014867,CP020700,-,2428500,17.4474063147046,CP059991,+,4478890,12.2399810631646
BA000030,-,3434629,16.0513220499152,CP027858,-,2514148,15.3317106624964,NC_003888,+,3425834,164.730854463498,NC_010572,-,4528292,3229.38750083525,CP009124,-,2197945,14.9771392399942,CP020700,-,6459850,17.4308296981203,CP059991,-,6149676,12.2166749058479
BA000030,+,1843805,16.0379792866925,CP027858,-,259794,15.3067836781372,NC_003888,+,6654403,17.9883408895526,NC_010572,-,6131894,61.6061925529461,CP009124,-,5914254,14.9589405325037,CP020700,+,3919421,17.3896358324046,CP059991,+,5776396,12.2069616040813
BA000030,-,3396016,16.0272046404148,CP027858,+,5692724,15.3016253536704,NC_003888,+,4485711,163.36031676087,NC_010572,-,7005873,457.555167230543,CP009124,-,1520764,14.9401558277018,CP020700,-,3497043,17.3677969629529,CP059991,-,5290136,12.2014325008953
BA000030,+,7289335,16.0095152351568,CP027858,-,4001137,15.2900705328308,NC_003888,+,789323,20.8192556867639,NC_010572,-,3154834,20.3851777639511,CP009124,+,6093668,14.9366749097415,CP020700,-,1740404,17.3067798837943,CP059991,+,3912333,12.1928416180933
BA000030,-,5798185,16.0038785927525,CP027858,+,3592990,15.2830388183962,NC_003888,+,4670383,18.5691567034904,NC_010572,-,2847749,26.093312070895,CP009124,+,5175964,14.9301659182929,CP020700,-,5444120,17.3020171189182,CP059991,-,7069536,12.1905240152549
BA000030,+,5340417,15.9937853286537,CP027858,+,3026874,15.2669972245831,NC_003888,+,1078988,15.3864630369437,NC_010572,-,2960028,12.2455685422179,CP009124,-,636382,14.925818014235,CP020700,+,597306,17.2767408351658,CP059991,-,3981571,12.1821006861652
BA000030,-,5051474,15.9867646484782,CP027858,-,2143034,15.2486866718401,NC_003888,+,5881004,15.5333417723593,NC_010572,-,4010119,12.1809826556921,CP009124,+,6871461,14.9257242938517,CP020700,-,5492839,17.2527432807681,CP059991,+,1563664,12.1735016074109
BA000030,+,5103031,15.9611197556584,CP027858,-,2547970,15.2329026019404,NC_003888,+,7223805,151.214858117579,NC_010572,-,3959555,14.9899302964242,CP009124,+,2194771,14.9174456004914,CP020700,+,1992383,17.2401011063737,CP059991,-,6357361,12.1637104382093
BA000030,+,3500516,15.9566416766324,CP027858,-,3371954,15.232500696778,NC_003888,+,838860,38.3209327868895,NC_010572,-,3374911,354.635438258394,CP009124,+,5310364,14.9130727991773,CP020700,-,3371142,17.2380773629253,CP059991,-,404510,12.1520125363435
BA000030,-,5226391,15.9526819582555,CP027858,-,5004134,15.2324704953518,NC_003888,+,5462963,34.992291192574,NC_010572,-,3327072,13.5231306618562,CP009124,-,2736909,14.91088992992,CP020700,-,3916174,17.2146917450922,CP059991,+,6408034,12.1467746943373
BA000030,-,7691680,15.9466115335205,CP027858,-,2506097,15.2136008860218,NC_003888,+,5034394,13.0824662212922,NC_010572,-,3670957,42.2152611508159,CP009124,+,636667,14.9017742275931,CP020700,+,3550128,17.177445541127,CP059991,-,2661399,12.1363233182029
BA000030,-,6389155,15.9375329967861,CP027858,+,4168028,15.2010964746918,NC_003888,+,5237171,48.0435392971026,NC_010572,-,7011242,48.8575741498726,CP009124,+,5785124,14.8650987331576,CP020700,-,3830065,17.1637618058595,CP059991,-,6046372,12.1313888656467
BA000030,-,2773831,15.9357250977261,CP027858,-,1408899,15.1713039120359,NC_003888,+,4552820,22.9523606377335,NC_010572,-,2113903,13.981582951278,CP009124,+,3239163,14.8538712434885,CP020700,-,5386314,17.1538871241393,CP059991,+,5311228,12.1309691782027
BA000030,-,6990320,15.9355392353265,CP027858,+,699890,15.1684524019456,NC_003888,+,1948557,14.2732693813206,NC_010572,-,5836347,38.7692421113972,CP009124,-,3353402,14.852985380688,CP020700,-,1486284,17.1526213892552,CP059991,-,1795064,12.1254870476538
BA000030,-,977414,15.9127975409086,CP027858,+,4252519,15.1640496961919,NC_003888,+,4916296,54.1567428820982,NC_010572,-,815021,18.3560591688218,CP009124,-,2782562,14.8494016989875,CP020700,+,5929453,17.1384404035747,CP059991,-,4071028,12.1128902424234
BA000030,-,3875971,15.9121190313108,CP027858,-,1948903,15.1472780287468,NC_003888,+,2559506,27.1949650730799,NC_010572,-,4608198,12.4535547741392,CP009124,+,7647587,14.8447489888692,CP020700,+,2023061,17.1139621237688,CP059991,-,2661828,12.1077672596252
BA000030,-,4422850,15.9011987294669,CP027858,-,12796,15.146336727598,NC_003888,+,6447190,14.9707835966179,NC_010572,-,4442592,15.8916215863641,CP009124,-,3358831,14.8396509751627,CP020700,-,2798141,17.1031913295309,CP059991,-,6475010,12.1025952847154
BA000030,+,5454730,15.8912718881055,CP027858,-,2329084,15.1408183041006,NC_003888,+,5759287,55.7009494767233,NC_010572,-,2777640,51.472576800879,CP009124,+,6450858,14.837012270579,CP020700,+,3809202,17.0968561513247,CP059991,-,4526145,12.0957426107329
BA000030,+,8129637,15.8891036736971,CP027858,+,3100638,15.1147229643189,NC_003888,+,5185665,13.0580650826877,NC_010572,-,7747156,15.2969039263202,CP009124,-,5133061,14.8285889570952,CP020700,-,3966452,17.0718471666259,CP059991,+,6423380,12.0905877650672
BA000030,+,98682,15.8676691057618,CP027859,+,144028,15.0947017918289,NC_003888,+,4828574,13.6137523942305,NC_010572,-,5234638,13.6439018364817,CP009124,+,4633724,14.7860966346871,CP020700,+,3544851,17.0425178412618,CP059991,+,5814413,12.0637902033654
BA000030,+,5479457,15.8430784405477,CP027858,+,634048,15.0895866063191,NC_003888,+,7442563,156.035250822445,NC_010572,-,8271029,15.6368252283151,CP009124,+,5549866,14.7850815253042,CP020700,-,3890827,16.983994521289,CP059991,+,3362617,12.061831532495
BA000030,-,7226028,15.7558099423587,CP027858,-,2508977,15.0821397723898,NC_003888,+,1063611,19.6215736049758,NC_010572,-,8293816,14.7434491067177,CP009124,-,3635614,14.7848900693556,CP020700,+,3714715,16.9812005536022,CP059991,+,5491785,12.0581660491279
BA000030,+,1050729,15.7429668886633,CP027858,+,1538236,15.0377288393454,NC_003888,+,4892069,14.7346210241037,NC_010572,-,845702,25.526632888764,CP009124,+,5498153,14.7537182637715,CP020700,+,1062804,16.9785988734824,CP059991,-,4906982,12.0552978057436
BA000030,-,2919876,15.729065546335,CP027858,-,1459636,15.0200190355671,NC_003888,+,5380062,56.1510873135874,NC_010572,-,3330785,13.6007059616197,CP009124,+,5418515,14.7461103444783,CP020700,+,5083432,16.9780749578169,CP059991,+,6414871,12.0401331766294
BA000030,+,5066435,15.6911726690608,CP027858,+,2377423,15.0000219430849,NC_003888,+,1975973,38.164615861203,NC_010572,-,2085392,15.4482963860038,CP009124,+,5325585,14.7404913615133,CP020700,+,3365823,16.9755130921204,CP059991,+,8732084,12.0296216524312
BA000030,+,5095097,15.6872127032111,CP027859,+,1009423,14.995283601936,NC_003888,+,1363213,18.6988909058626,NC_010572,-,1135439,26.5173789988425,CP009124,+,4553882,14.7291949939825,CP020700,-,3855152,16.959598305874,CP059991,-,1788633,12.0086201086046
BA000030,+,6001294,15.6520934945393,CP027858,+,4778645,14.9673204657909,NC_003888,+,2982668,99.0355656532531,NC_010572,-,1600530,18.6229101202529,CP009124,+,6872620,14.7268099169584,CP020700,+,2702323,16.9205053531701,CP059991,+,2070204,12.0063780286462
BA000030,-,6675787,15.6225735484048,CP027858,+,3677985,14.9671342409539,NC_003888,+,4473333,18.2990626913005,NC_010572,-,5945485,14.7304324076122,CP009124,-,3151438,14.702865897406,CP020700,+,7151274,16.8918283833832,,,,
BA000030,-,4762091,15.5910431247079,CP027858,-,3070292,14.938700971743,NC_003888,+,5256097,12.9469985053412,NC_010572,-,3270439,15.0860340810094,CP009124,-,3398643,14.6822701799019,CP020700,+,2013842,16.8322662704626,,,,
BA000030,+,6623267,15.5807135339294,CP027858,-,3361624,14.937874911614,NC_003888,+,5598142,14.523031933318,NC_010572,-,3748507,93.0758837502628,CP009124,-,2664921,14.6432666366996,CP020700,+,3442511,16.820669805761,,,,
BA000030,-,1947790,15.5803548890066,CP027858,-,2329428,14.9276694914082,NC_003888,+,2382059,28.2763080186353,NC_010572,-,2513799,20.4469635038631,CP009124,+,4427746,14.636184960461,CP020700,+,4895034,16.7909492424329,,,,
BA000030,-,6700666,15.5776024873165,CP027858,-,3340355,14.9183004681801,NC_003888,+,6097021,12.0427498732606,NC_010572,-,3484653,16.2930196351413,CP009124,-,3865777,14.6341068668836,CP020700,-,2357436,16.7458017511867,,,,
BA000030,+,7596616,15.5664916565707,CP027858,-,1254317,14.9030368211725,NC_003888,+,5184530,13.3840266455484,NC_010572,-,5008344,17.8733881223441,CP009124,-,1821076,14.6300068275282,CP020700,+,2996745,16.6907287278889,,,,
BA000030,+,6047569,15.549667026624,CP027858,-,3994889,14.8778967586232,NC_003888,+,3640009,15.1578548903366,NC_010572,-,8230943,19.5616592177181,CP009124,-,1510654,14.6032644409237,CP020700,+,4868912,16.6902671962576,,,,
BA000030,+,3310820,15.5479385665086,CP027858,-,1344732,14.8543419435712,NC_003888,+,5139676,48.1285080658764,NC_010572,-,2795924,17.7444579858586,CP009124,+,4507798,14.6012243779366,CP020700,-,6054070,16.6784307130301,,,,
BA000030,+,1440284,15.5430698430528,CP027858,+,1538112,14.8542491699866,NC_003888,+,7347307,47.8972374649992,NC_010572,-,564545,18.8248815687705,CP009124,+,8150935,14.5976173648095,CP020700,-,3915521,16.6596240295901,,,,
BA000030,-,3102443,15.538145656348,CP027858,-,4045766,14.8538632544599,NC_003888,+,8085294,12.4669859445323,NC_010572,-,5573921,15.4205026773972,CP009124,+,2175319,14.5935153092427,CP020700,-,1453181,16.6462968755668,,,,
BA000030,-,4856285,15.5339635408202,CP027858,-,1463551,14.8474821500659,NC_003888,+,6359274,20.7355641142418,NC_010572,-,2226293,18.5255167734171,CP009124,-,2636901,14.5919177141604,CP020700,+,4977404,16.6462102376678,,,,
BA000030,-,4474841,15.526614672512,CP027858,-,3734088,14.8405637327287,NC_003888,+,5680833,59.8474063974014,NC_010572,-,7662172,18.8192498325363,CP009124,+,6168518,14.5908316241296,CP020700,+,5083903,16.6271916255009,,,,
BA000030,+,5196601,15.5233854605177,CP027858,-,385116,14.8381837315035,NC_003888,+,5173549,13.1368343974315,NC_010572,-,4321524,13.3212244744818,CP009124,+,6208152,14.5744095759512,CP020700,+,3906834,16.6252481880271,,,,
BA000030,+,972856,15.4937799262954,CP027858,-,5472947,14.8301216552134,NC_003888,+,2347630,35.2380877778233,NC_010572,-,2250637,26.3178858740322,CP009124,+,3929672,14.5718566332819,CP020700,-,1929272,16.6217058277867,,,,
BA000030,+,4553995,15.486493272783,CP027858,-,1526221,14.819293890333,NC_003888,+,5801025,12.5284654182121,NC_010572,-,5953789,16.0024914457253,CP009124,-,3310970,14.5521816798351,CP020700,-,6158266,16.5733532830365,,,,
BA000030,-,4137029,15.4693600872731,CP027858,+,5674732,14.8101624425648,NC_003888,+,5959413,12.2712604350098,NC_010572,-,2810792,12.1819152906905,CP009124,+,3696624,14.5518110851836,CP020700,+,4868682,16.5730342273001,,,,
BA000030,+,6061728,15.4690160857557,CP027858,+,4000836,14.8033227478134,NC_003888,+,6484940,14.3710316824671,NC_010572,-,4623301,18.9747668142299,CP009124,+,3613806,14.5411740268208,CP020700,-,4136366,16.5357674640316,,,,
BA000030,-,7510407,15.4557395407193,CP027858,-,1821073,14.7901601722595,NC_003888,+,6032389,12.5186655805379,NC_010572,-,5676952,131.739956423715,CP009124,-,3347250,14.5368994736474,CP020700,-,7552074,16.530040120253,,,,
BA000030,+,8055492,15.4504577715087,CP027858,-,1474539,14.7601989221799,NC_003888,+,682826,14.7971133069373,NC_010572,-,7704768,21.7835801842799,CP009124,+,1549238,14.5353787121549,CP020700,+,3128744,16.4923665677979,,,,
BA000030,-,3367411,15.440447551744,CP027858,-,1460556,14.7461914051638,NC_003888,+,2625648,42.9025361658897,NC_010572,-,1608049,15.2870232577392,CP009124,+,3860841,14.5203812015111,CP020700,-,6186311,16.4597524283424,,,,
BA000030,-,2650286,15.4286371330048,CP027858,-,2498998,14.7381620735415,NC_003888,+,5038541,18.0158337307223,NC_010572,-,3746855,23.9830121174421,CP009124,+,5176993,14.4908541917763,CP020700,+,3198595,16.4175910432151,,,,
BA000030,+,7093800,15.428319030617,CP027858,+,5797165,14.7373043193996,NC_003888,+,5577116,15.4887332285727,NC_010572,-,7258422,30.9441794146659,CP009124,+,5877582,14.4770050490939,CP020700,-,2229114,16.4170235008291,,,,
BA000030,+,5452805,15.4234944933468,CP027858,-,4098468,14.7287395262597,NC_003888,+,5598219,54.2206746548304,NC_010572,-,6169238,21.313432888147,CP009124,-,3857120,14.4497400997997,CP020700,-,1161702,16.4120163121455,,,,
BA000030,+,6609164,15.4221415359853,CP027858,-,1476977,14.6948296760841,NC_003888,+,2249800,24.6768408878368,NC_010572,-,6963827,15.7878363194545,CP009124,+,1150992,14.4011739737606,CP020700,+,5914538,16.3955267903975,,,,
BA000030,+,4207426,15.3988547317592,CP027858,-,5043196,14.694395881192,NC_003888,+,3775867,22.884393443345,NC_010572,-,3332890,14.9981831356288,CP009124,+,4951517,14.3815589782956,CP020700,+,3869041,16.393250881463,,,,
BA000030,+,7281831,15.3970931123608,CP027858,+,5856170,14.6874083715614,NC_003888,+,7517015,13.5029421869193,NC_010572,-,2150750,20.3696392219435,CP009124,-,1104169,14.3755575002148,CP020700,-,7894855,16.3863033411952,,,,
BA000030,-,4125127,15.3597268964679,CP027858,-,2527110,14.684257711489,NC_003888,+,6654052,48.2987746617548,NC_010572,-,4854438,177.399179353533,CP009124,+,4157960,14.3727930717424,CP020700,-,1390802,16.3746738727372,,,,
BA000030,-,3002936,15.3440630580474,CP027858,-,2329172,14.6778085525693,NC_003888,+,4482064,25.1139471356737,NC_010572,-,7731859,27.4258582545375,CP009124,+,6030462,14.3724967289611,CP020700,-,7840455,16.3381225031133,,,,
BA000030,-,4872371,15.3430892057405,CP027858,+,3982044,14.6723699171248,NC_003888,+,5962198,13.1176404602581,NC_010572,-,337415,17.318414431757,CP009124,+,4415998,14.3716742364082,CP020700,+,3741346,16.3186175008593,,,,
BA000030,+,6610296,15.3395812345932,CP027858,-,5925145,14.6496832168237,NC_003888,+,5092053,32.2308841589071,NC_010572,-,2562526,20.9297808587248,CP009124,-,3031286,14.3698755872919,CP020700,+,6332729,16.3133728322041,,,,
BA000030,+,7294357,15.3345425890337,CP027858,+,3921637,14.6323782644943,NC_003888,+,2847888,13.7262765604459,NC_010572,-,4035392,20.4358509427448,CP009124,-,1868485,14.3587316244071,CP020700,-,4223767,16.2741339347879,,,,
BA000030,+,5688170,15.3252285780781,CP027858,+,4638298,14.6305518927358,NC_003888,+,4515483,14.850521968144,NC_010572,-,2180183,13.5434737272756,CP009124,-,2573379,14.3503853892574,CP020700,-,1218210,16.2601064286391,,,,
BA000030,+,5566765,15.3232201480588,CP027858,-,3069231,14.6173516126761,NC_003888,+,5136295,12.1111861079403,NC_010572,-,2341895,14.2371175213804,CP009124,-,6270846,14.3467645085059,CP020700,-,6002015,16.2580967507446,,,,
BA000030,-,7374518,15.3158857526706,CP027858,-,2847373,14.5958268774615,NC_003888,+,7600782,36.9111642706483,NC_010572,-,289965,15.4567993312331,CP009124,+,1724454,14.3423659920211,CP020700,-,2793542,16.2329079735944,,,,
BA000030,-,4372552,15.3142800290726,CP027858,+,3770544,14.5880161390593,NC_003888,+,5071724,22.5487912265973,NC_010572,-,607497,28.041807500579,CP009124,-,3254826,14.3292630357698,CP020700,+,4768954,16.17844064842,,,,
BA000030,-,4274770,15.3134570804075,CP027858,+,6026196,14.5351910103377,NC_003888,+,5174775,13.4347602438127,NC_010572,-,5724608,13.6238301939133,CP009124,-,2677291,14.3229594823697,CP020700,-,1963111,16.17372622707,,,,
BA000030,-,4949028,15.29845758323,CP027858,-,2584120,14.53294987652,NC_003888,+,5061775,25.7224272223687,NC_010572,-,2630016,12.8006327002324,CP009124,-,3255074,14.31367434025,CP020700,+,1564271,16.1735365441935,,,,
BA000030,+,6609814,15.2921582516744,CP027858,-,5004025,14.5205502867789,NC_003888,+,4407867,16.2479403385506,NC_010572,-,3324990,49.9208133617923,CP009124,-,3357180,14.2734437857669,CP020700,-,1231176,16.1610263704452,,,,
BA000030,-,2755803,15.27612847418,CP027858,-,2199827,14.5120049195785,NC_003888,+,2518618,39.5225661964829,NC_010572,-,1010443,27.7310024081665,CP009124,-,1797678,14.2675557780934,CP020700,+,398467,16.1480211979475,,,,
BA000030,-,3356353,15.2544539052689,CP027858,-,263166,14.4905173067518,NC_003888,+,6900887,92.2155386597973,NC_010572,-,6294054,14.4145401045899,CP009124,-,3407821,14.2273451452391,CP020700,-,4658869,16.1383395199154,,,,
BA000030,+,3733709,15.2523934811256,CP027858,-,2176332,14.4251988754158,NC_003888,+,3501362,42.3712014319916,NC_010572,-,3719589,14.6581119613398,CP009124,-,2569092,14.2166215734123,CP020700,+,5618202,16.1203838880576,,,,
BA000030,-,5613653,15.2499043506428,CP027858,+,3354912,14.3453243489904,NC_003888,+,5007540,23.4800366953246,NC_010572,-,2782179,16.6756841855161,CP009124,-,7204644,14.2156362926191,CP020700,-,4148299,16.0989757938827,,,,
BA000030,+,6081791,15.2192206229739,CP027858,-,3339780,14.3185417686989,NC_003888,+,4864225,12.4358581173813,NC_010572,-,4991475,257.496837877855,CP009124,+,4945417,14.2054408521427,CP020700,+,7404204,16.0983614799601,,,,
BA000030,+,8605987,15.2185652759771,CP027858,+,604910,14.3117735544849,NC_003888,+,8567100,12.9670007611689,NC_010572,-,5125618,14.7053653213868,CP009124,-,4215685,14.1969626665293,CP020700,-,1761072,16.0940740204837,,,,
BA000030,-,5284827,15.1966189947403,CP027858,+,4501316,14.3003494002618,NC_003888,+,4882785,12.2225206632449,NC_010572,-,569573,43.5893498450793,CP009124,-,6393918,14.1765615238222,CP020700,-,3099047,16.0776735617834,,,,
BA000030,+,4993054,15.1552823330125,CP027858,+,5671114,14.297348702203,NC_003888,+,4305023,86.947886790969,NC_010572,-,7962465,13.8625398058082,CP009124,-,3411092,14.1696238243693,CP020700,+,7871984,16.0697275776074,,,,
